act,prompt
CONVERTIDOR DIGITAL A ANALOGO,"[Especificaciones del producto]
Terminales de entrada: 1 terminal coaxial digital (coaxial), 1 terminal de audio digital de fibra óptica (SPDIF/Toslink)
Salida analógica: 1 terminal RCA (L/R), 1 terminal de auriculares de 3,5mm
Salida Digital: 1 x coaxial digital (coaxial) terminal 1 x de fibra óptica digital (SPDIF/Toslink) de audio terminal
Frecuencia de muestreo: 32 kHz 44,1 KHz, 48 KHz, 96 KHz y 192 KHz 24 bits
Potencia de entrada: DC5V Ato 500MA
Especificación de producto
Señal de entrada/salida
Cable coaxial de entrada de señal de Audio o línea de audio digital de fibra óptica
La salida de la señal de Audio audio L/R
Conjunto
Conector de entrada de Audio cable de fibra óptica, 1xRCA (coaxial)
Salida de Audio conector 2XRCA (R/L)
Tasas de muestreo 32, 44,1, 48 y 96 KHz
Los requisitos ambientales
Temperatura (en uso) de 0 a 70 6550
Humedad (en uso) 10% a 85% RH (amorfa)
Temperatura (almacenamiento) - 10 A   80.
Humedad (almacenamiento) 5% a 90% RH (Sin cristalización)
Los requisitos de potencia
Potencia externa 5VDC @ 1A
Consumo de energía (máximo) 0,5 W
Carcasa
Adaptador de alimentación de CA
[Las características del producto.
1 La conversión de coaxial cable o cable Toslink digital de la señal de audio en analógico audio L/R;
2. Soporta tasas de muestreo de 32, 44,1, 48 y 96 KHz;
3. Admite pares de transmisión de bits entrantes S/PDIF de 24 bits en canales izquierdo y derecho;
4. Sin transmisión de ruido electromagnético;
5. Fácil de instalar y usar.
<span data-spm-anchor-id=""a2700.wholesale.0.i19.3420759845vNoy"">Nota: La Fuente de alimentación tiene regulaciones europeas y americanas, y se puede entregar de acuerdo a los requisitos del cliente. ¡No hay instrucciones especiales, potencia de entrega aleatoria!</span>"
CONVERTIDOR ANALOGO A DIGITAL,"<div class=""text-title""><span data-spm-anchor-id=""a2700.wholesale.0.i21.48e65982KnEi1S"">RCA analógica a Digital adaptador de convertidor de Audio Coaxial Toslink con Cable óptico 5,1/7,1 decodificador de audio mp3 Coche</span>
<div></div>
</div>
<div class=""text-content"">
<div></div>
El convertidor de Audio analógico a Digital está diseñado para convertir simultáneamente señales de audio analógica de entrada L/R a Coaxial S/PDIF
Y salidas ópticas Toslink. La señal de salida de audio digital es una LPCM sin comprimir de 2 canales (modulación de código de pulso lineal) con
Una tasa de muestreo de 48 KHz. Tanto la fibra óptica como los cables coaxiales pueden funcionar hasta 5 metros del dispositivo mientras que todavía proporcionan un
Señal de audio fiable y sin pérdidas. Este dispositivo es compacto y fácil de instalar, por lo que es increíblemente útil para el hogar o
Oficina</div>"
CONVERTIDOR TV BOX SMART X96MINI 4GB+ 64GB,"<strong data-spm-anchor-id=""a2700.wholesale.0.i20.1229444cTFHhRL"">Specification:</strong>
Operation System: Android 7.1.2
CPU: Amlogic Quad Core ARM Cortex A53@2GHz
GPU: Penta-core Mali-450MP GPU @750MHz
SDRAM:1GB DDR3
FLASH: 8GB EMMC Flash
WiFi:Built in 2.4G WiFi Support IEEE 802.11 b/g/n
Power: DC 5V/2A
LED indicator: Working:Blue;Standby:Red
Video decorder: H.265 4K @60fps 10btis, VP9 Profile 2,H.264 4K @30fps,AVS  1080P @60fps
Support Decoder format: HD MPEG1/2/4,H.264,H.265, HD AVC/VC-1,RM/RMVB,Xvid/DivX3/4/5/6 ,RealVideo8/9/10,VP9
Support Media format: Avi/Rm/Rmvb/Ts/Mkv/Mov/ISO/wmv/asf/flv/dat/mpg/mpeg/Mov/mp4/
Support Image format: HD JPEG,BMP,GIF,PNG,TIF
I/O: 1x HDMI,1x AV OUT,2x USB,1x IR Reciver,1x RJ45,1x TF CARD
language: English,French,German,Spanish,Italian etc multilateral languages
Apps: Apps download freely form android market,amazon app store etc.
Talk Online: Support Skype video call,MSN,facebook,twitter,QQ etc"
CONVERTIDOR TV BOX H96 MAX 4K 4GB+ 64GB,"<div class=""do-entry-title"" data-spm-anchor-id=""a2700.wholesale.0.i25.6d5e120dVKGUzR"">uick Details</div>
<div class=""do-entry-list"">
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Place of Origin"">Place of Origin:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Guangdong, China"">Guangdong, China</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Brand Name"">Brand Name:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Asher"">Asher</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Model Number"">Model Number:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""H96 MAX RK3318"">H96 MAX RK3318</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Operation System"">Operation System:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Android 9.0"">Android 9.0</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Features"">Features:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""HD TV"">HD TV</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Processor Core"">Processor Core:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Quad Core"">Quad Core</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Support Resolution"">Support Resolution:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""4k"">4k</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Ethernet"">Ethernet:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""1 x 10/100MBps"">1 x 10/100MBps</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""WiFi"">WiFi:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""802.11n 2.4G/5GHz"">802.11n 2.4G/5GHz</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Key Feature1"">Key Feature1:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Rk3318"">Rk3318</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Key Feature2"">Key Feature2:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Android 9.0"">Android 9.0</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Key Feature3"">Key Feature3:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""H.264 H.265 Ott"">H.264 H.265 Ott</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""OS"">OS:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""Android 9.0 TV BOX"">Android 9.0 TV BOX</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""RAM"">RAM:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""2/4GB DDR3"">2/4GB DDR3</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""ROM"">ROM:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""16/32/64GB EMMC"">16/32/64GB EMMC</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""WIFI"">WIFI:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""802.11n 2.4G/5GHz"">802.11n 2.4G/5GHz</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""Lan"">Lan:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""1 x 10/100MBps"">1 x 10/100MBps</div></dd>
</dl>
<dl class=""do-entry-item"">
 	<dt class=""do-entry-item""><span class=""attr-name J-attr-name"" title=""USB"">USB:</span></dt>
 	<dd class=""do-entry-item-val"">
<div class=""text-ellipsis"" title=""1x High speed USB 3.0 and 1 x High speed USB 2.0"">1x High speed USB 3.0 and 1 x High speed USB 2.0</div></dd>
</dl>
</div>"
CONVERTIDOR TV BOX MINI X96MINI 4GB+ 64GB,"<h2 class=""ui-pdp-description__title"">Descripción</h2>
<p class=""ui-pdp-description__content"">X96S Android 8.1 Caja De TV Amlogic S905Y2 DDR4 4GB RAM 32GB ROM TV Stick - Enchufe De La UE

CPU AMLogic S905Y2 De Cuatro Núcleos ARM Cortex A53
ARM Dvalin MP2 GPU
Android 8.1 OS
DDR4 4GB, Emmc Flash 32GB
Soporte HDR, 4K UHD, Airplay, Miracast
Soporte HD 2.0, USB 3.0
Soporte 2.4 / 5ghz Dual Wifi, Bluetooth 4.2
admite tarjeta micro SD (TF) de hasta 32 GB

ESPECIFICACIONES:

VÍDEO
AVE con decodificador y codificador de hardware dedicado
- soporta decodificadores de video múltiples, hasta 4kx2k 60fps   1x1080p 60fps
- soporta múltiples sesiones de decodificación de video ""seguras"" y decodificación y codificación simultáneas
- Decodificación De Video / Imagen
- VP9 Profile-2 Hasta 4kx2k 60fps
- H.265HEVC MP-10 L5.1, Hasta 4kx2k 60fps
- Perfil AVS2-P2 hasta 4kx2k 60fps
- H.264AVC HP L5.1, Hasta 4kx2k 30fps
- H.264MVC Hasta 1080P 60fps
- MPEG-4ASP L5 A 1080P 60fps (iso-14496)
- WMV / VC-1SP / MP / AP Hasta 1080P 60fps
- El Archivo De Configuración Jizhun AVS-P16 (AVS  ) / AVS-P2 Alcanza 1080P 60fps
- MPEG-2MP / HL Hasta 1080P 60fps (iso-13818)
- MPEG-1MP / HL Hasta 1080P 60fps (iso-11172)
- Video En Tiempo Real 8/9/10, Hasta 1080P 60fps
- Soporte de video de subtítulos en múltiples idiomas y en múltiples formatos
- Decodificación de resolución de píxeles infinitos MJPEG y JPEG (iso / iec-10918)
- Soporta miniaturas JPEG, zoom, rotar y convertir efectos
- Soporte *. mkv, *. wmv, *. mpg, *. mpeg, *. dat, *. avi, *. mov, *. Yo asi, *. mp4, *. rm y *. formatos de archivo jpg

AUDIO:
Admite MP3, AAC, WMA, RM, FLAC, Ogg, Downmix Programable 7.1 / 5.1
Entrada / salida SPDIF / IEC958 de audio digital serie incorporada y entrada / salida PCM

Puerto TDM / PCM / I2S incorporado, modo TDM / PCM de hasta 384 kHz x32bitx 8ch o 96khz x 32bitx 32ch, modo de I2S hasta 384khz x 32bits x 8ch entrada de micrófono digital PDM, programable CIC, LPF y HPF, que admite hasta 8 dmics DAC Estéreo Incorporado
admite salida de canal de audio estéreo dual paralelo y combinación de analógico   PCM o I2S   PCM
Imagen: HD JPEG, BMP, GIF, PNG, TIF
Idioma: Idiomas Multilingües Como Inglés, Francés, Alemán, Español, Italiano, Etc.

COMPATIBLE CON:

1 X X96S Mini PC Android 8.1 Caja De TV 1 X Cable HD 1 X Cable IR 1 X Control Remoto IR 1 X Cable Micro USB 1 X Adaptador USB 1 X Manual De Usuario En Inglés Otros Artículos No Incluidos</p>"
CONVERTIDOR TV BOX MXQPRO4K 4GB+ 64GB,"Disfruta de ver vídeos, jugar videojuegos, navegar por Internet y mucho más con el <strong>TV Box 4K Android</strong>. Puedes utilizar tus aplicaciones Android favoritas y convertir tu Televiso en el mejor aliado de la diversión.

Es la última generación de juegos multimedia y puerta de enlace multimedia doméstica. Utiliza la última tecnología basada en el sistema Android en la caja permite muchas aplicaciones, incluido el navegador web, juegos 2D / 3D, chat de video por Internet Skype / QQ, software de aplicaciones de oficina, etc.
<h6>CARACTERÍSTICAS:</h6>
<ul>
 	<li>
<ul>
 	<li>Nombre del producto: TV Box.</li>
 	<li>Modelo: MXQ Pro.</li>
 	<li>Reproduce videos con alta definición 4K.</li>
 	<li>Tv Box admite alta velocidad de Wi-Fi para aplicaciones de red.</li>
 	<li>Admite mouse inalámbrico de 5 GHz, teclado y control remoto por aire.</li>
 	<li>Admite funciones avanzadas como PPPOED, DLNA y Miracast.</li>
 	<li>Procesador de alta velocidad Quad Core.</li>
</ul>
</li>
</ul>
<h6>ESPECIFICACIONES:</h6>
<ul>
 	<li>
<ul>
 	<li>Sistema Android 10.1</li>
 	<li>CPU: 64 Bit.</li>
 	<li>CPU Core: 8.</li>
 	<li>8GB RAM   64GB Memoria Interna.</li>
</ul>
</li>
</ul>
El <strong>TV Box 4K Android </strong> es fácil de conectar en cualquier pantalla o TV con puerto HDMI (o RCA) convirtiendo su TV en Smart o en un Computador Android. Diseño pequeño y cómodo de llevar a cualquier parte.

En <strong>Multirebajas</strong> cuentas con los mejores precios en <a href=""https://multirebajas.com/product-category/electronicos/audio-y-video/"">audio y vídeo</a>, más de 5000 productos a escoger. Disfruta de una TV smart con sistema Android sin gastar tanto diner"
ADAPTADOR HDMI TO VGA +AV CON AUDIO,"<h2 class=""ui-pdp-description__title"">Descripción</h2>
<p class=""ui-pdp-description__content"">1. Este producto solo permite la transmisión de un solo HDMI (ordenador portátil) a un único VGA (monitor).
2.Si su dispositivo es una PS4, una TV BOX, un proyector, elija tener cables de alimentación y audio, ya que estos dispositivos requieren energía adicional.</p>
Característica:
Compatible con resoluciones de hasta 1080P (1080p Full HD), incluyendo 480P/ 576P / 720P para monitores o proyectores HD

Adecuado para todos los dispositivos de interfaz de entrada HDMI y salida VGA
El chip de conversión integrado mejora la compatibilidad
Diseño Plug and Play, sin configuración especial

Especificaciones:
Nombre del artículo: adaptador de HDMI a VGA
Sin audio Sin energía
Entrada: HDMI tipo macho un 19pin
Salida: VGA hembra
Longitud del Cable: aproximadamente 160mm
Color: negro / blanco
Resolución máxima: 1080P
Material: PC
Tamaño: L45mm * W45mm * H15mm
Sin audio Sin energía

Paquete:
1 x adaptador HDMI a VGA
1 x cable auxiliar 3.5m"
ADAPTADOR HDMI TO VGA +AV BLISTER,"<h2 class=""ui-pdp-description__title"">Descripción</h2>
<p class=""ui-pdp-description__content"">
CABLE ADAPTADOR CONVERSOR DE VIDEO<br />
DE HDMI MACHO A VGA HEMBRA MARCA TRAUTECH<br />
CON AUDIO COLOR NEGRO</p>
<p>DESCRIPCIÓN:<br />
-Este Cable convertidor te permite conectar cualquier dispositivo con salida HDMI ya sea Blue Ray, tu Tablet, tu Smartphone, tu IPAD, tu notebook, PC, netbook o cualquier dispositivo con salida HDMI a un monitor con entrada VGA (los de la mayoría de computadoras personales) o tu equipo de proyección multimedia, sin pérdida de calidad, sin necesidad de alimentación externa, listo para conectar y usar.<br />
-La solución que buscabas para entornos profesionales, con esta solución podrás usar tu dispositivo con HDMI a una salida VGA la misma que usan los proyectores multimedia. No requiere energía adicional.</p>
<p>ESPECIFICACIONES TÉCNICAS<br />
-Conector HDMI MACHO dorado<br />
-Puerto de salida: VGA hembra 15 pines<br />
-Resoluciones soportadas: 720p, 1080p 60Mhz, 1080i, 1240x1024 (Max)<br />
-No requiere energía<br />
-COLOR: NEGRO.<br />
-Largo: 15 cm aprox.<br />
-Distancia: Máximo 3 metros de largo en cable VGA.</p>
<p>RECOMENDACIÓN: Usar 3 Horas al día, Por que el material es de plástico y recalienta, por eso el mismo fabricante recomienda usar solo 3 horas al día.</p>
<p>-Conector de ingreso HDMI<br />
-Compatible con HDMI 1.3</p>
<p>COMPATIBILIDAD<br />
-Compatible con todos los dispositivos con salida HDMI.<br />
-De Equipos que tengan salida de video HDMI, por ejemplo:<br />
Laptop, PC, Tablet, Blue Ray, Etc.<br />
- Hacia Equipos que tengan entrada de video VGA, por ejemplo:<br />
Monitores, Televisores, LCD, Plasma, Proyectores, Etc.</p>"
ADAPTADOR DVI-D 24+1 A-VGA ACTIVO,"El adaptador DVI-D a VGA activo, modelo PE-EL0315, permite conectar una salida digital DVI del ordenador de sobremesa o portátil a un proyector o monitor VGA, lo cual evita gastar en actualizar a una pantalla con DVI-D disponible.

Dado que constituye una salida sencilla de contenido generado por el usuario, este conversor DVI-D a VGA también permite aumentar la productividad, ya que extiende el escritorio de un ordenador a un segundo monitor, lo cual duplica el espacio de trabajo.

Este adaptador portátil convierte un bus DVI con alimentación estándar en VGA, sin necesidad de una fuente de alimentación externa. En el caso de puertos DVI de baja potencia, se incluye un cable USB que permite proporcionar alimentación eléctrica al dispositivo desde cualquier fuente de alimentación USB.

Con soporte para resoluciones de hasta 1920×1200 (WUXGA), este adaptador activo constituye una solución integral para conectar una pantalla VGA de alta definición con una fuente de vídeo DVI-D."
ADAPTADOR DP A HDMI 4K-2K 30CM,"<div class=""J_module"">
<div id=""ali-anchor-AliMagic-wgmqoz"" class=""magic-1"" data-section=""AliMagic-wgmqoz"" data-section-title=""Features"" data-spm-anchor-id=""a2700.wholesale.0.i27.49297c0foYJu2p"">Características</div>
</div>
<div class=""J_module"">
<div class=""detail-decorate-json-renderer-container"">
<div class=""magic-8"">
<div class=""magic-9"">
<div class=""magic-10"">
<div class=""magic-11"">1. compatible con la entrada DisplayPort 1.1a/1,2 y la salida HDMI1.3b/1,4/2,0, y compatible con el puerto de entrada trueno.
2. Soporte 3D.
3.HDMI admite salida de audio.
4.Compatible con HDTV, Displayer, Monitor, proyector y otros periféricos con interfaz HDMI.
5. Admite HDMI 225MHz de ancho de banda, 2,25 Gbps por canal (todos los canales 6,75 Gbps) y HDMI12bit de color profundo (36bit todos los canales de profundidad
Color)
6. Puede conectar simultáneamente varios dispositivos externos sin ningún efecto a la conexión de otras interfaces.
7.HDMI admite salida Ultra HD y, la resolución máxima de hasta 4K * 2K (2160 3840 *).
¿8 aplicaciones: para MacBook / MacBook Air / Mac Mini / iMac/grano completo?
9. Alimentado por fuente DisplayPort.
10. Fácil de usar, compatible con plug and play.
11. Con diseño compacto y portátil.</div>
</div>
</div>
</div>
</div>
</div>"
ADAPTADOR DP A HDMI V1.4 30 CM,"DESCRIPCION
Conecta el Display Port a un HDTV, Monitor, o Proyector con puerto HDMI.
Transmite audio de alta definición y vídeo desde el ordenador a un HDTV para el streaming de vídeo o de juego.
Conectar y configurar el monitor para un Escritorio Extendido o Pantallas de Espejos.
Soporta resoluciones de vídeo de hasta 1080 P (Full HD).

CARACTERÍSTICAS:
De color negro
Display Port (macho)
HDMI (hembra)
Peso del paquete: 25g
Cantidad: 1pc"
